response,id,time_posted,company_name,location,title,seniority_level,employment_type,yoe,education,salary,programming_languages,ml_skills,data_processing_db,cloud,visualization,big_data,product_skills,description,job_type
200,4170370388,2 weeks ago,Markwins Beauty Brands,"Walnut, CA",Jr. Graphic Designer - LS,Mid-Senior level,Full-time,,No degree found,$23.00/yr - $25.00/yr,,,,,,,,position summary the graphic designer will report to the sr art director and will be responsible for designing engaging graphics across various platforms collaborating with team members and contributing to the overall visual strategy of our brand the ideal candidate will have a keen eye for design and a deep understanding of beauty marketing trendsessential tasks duties responsibilities develop and design visually appealing graphics for digital and print media including social media posts websites advertisements brochures and more create monthly amazon activations including banners promotional graphics a content pdp and any enhanced brand contents collaborate with marketing product and content teams to create design solutions that meet project objectives and brand guidelines translate complex ideas and messages into clear visually engaging designs ensure consistency of brand identity across all digital touchpoints and platforms maintain consistency in design language and branding across all channels and materials manage multiple projects simultaneously while meeting deadlines and maintaining highquality standards stay updated on industry trends tools and best practices to ensure designs are current and innovative perform other duties as needed and directed by management show more show less,
200,4181606972,1 week ago,SKIMS,"Los Angeles, CA",CAD and Print Designer,Entry level,Temporary,3,bachelors,No salary found,,,,,,,,company overview skims is a solutionsoriented brand creating the next generation of underwear loungewear and shapewear with a focus on comfort and style skims is redefining how the world thinks about essentials we are seeking a cad and print designer to join our dynamic team in los angeles and contribute to our mission of delivering exceptional designs to our global audiencejob summary as a cad and print designer at skims you will play a vital role in bringing our seasonal collections to life by developing innovative prints patterns and cad designs youll work closely with the design and product development teams to create onbrand artwork that aligns with the skims aesthetic and meets the highest quality standards this is a unique opportunity to be part of a fastgrowing brand where creativity and innovation are at the forefrontkey responsibilities print design create original prints patterns and graphics including allover prints placement prints and engineered designs for seasonal collections prepare artwork for production ensuring colorways repeats and scaling meet skims highquality standards and production requirements research trends and inspiration to develop unique onbrand designs that reflect skims elevated and modern aestheticcad development develop detailed cads and technical sketches incorporating patterns colorways and construction details for presentations and production handoff create mood boards color stories and visual layouts to support seasonal concepts and design strategies maintain an organized archive of prints patterns and color palettescrossfunctional collaboration partner with design product development and merchandising teams to ensure the seamless execution of prints and patterns in production work closely with vendors and suppliers to communicate technical specifications and ensure artwork files meet manufacturing standards provide support for product presentations and seasonal line reviewstrend and market analysis stay ahead of trends by conducting thorough research on industry innovations printing techniques and competitor analysis present findings and incorporate insights into print and pattern developmentqualifications bachelors degree in textile design fashion design graphic design or a related field 3 years of experience as a cad designer textile designer or print designer preferably in the fashion or intimates industry advanced proficiency in adobe creative suite photoshop illustrator and in design strong understanding of printing techniques eg screen printing digital printing sublimation and repeat pattern creation exceptional eye for color pattern and texture with the ability to translate designs to fabric excellent organizational skills and ability to thrive in a fastpaced collaborative environment strong written and verbal communication skillspreferred qualifications experience in lingerie shapewear or loungewear design familiarity with fabric properties textile design and garment construction knowledge of plm systems and workflow management tools12000000 15000000 a year benefits and culture 100 company paid healthcare medical dental vision kind body fertility benefits 401k savings plan with up to 4 match unlimited pto full access to linked in learning employee discounts perks hq location free weekly catered lunch at hq mwth dogfriendly office free swag giveaways annual holiday party annual summer party invitations to popups and other company events complimentary daily office snacks and beverages skims is committed to continuously creating an inclusive environment for all employees and candidates reflective of the rich diversity of the communities we serve equitable workplaces foster innovation and excellence and in our commitment to culture of belonging qualified applicants will receive consideration without regard to race color religion sex national origin age sexual orientation gender identity gender expression veteran status or disability show more show less,
200,4115508264,2 months ago,Hammitt,"Hermosa Beach, CA",Graphic Designer,Entry level,Full-time,12,bachelors,"$70,000.00/yr - $80,000.00/yr",,,,,,,,title graphic designer hammitt los angeles is a rising star in the world of luxury accessories specializing in functional and timeless leather goods designed in hermosa beach california their products are meant to be worn felt and loved for a lifetime with over 800 boutiques and department store locations three flagship stores in southern ca and exponential online and international growth hammitt is poised for continued successfeel it love it hammittreporting to the vice president of marketing the graphic designer will apply art design and copy layout skills to create visually engaging projects such as emails promotional and branding materials communication media and other print and digital assets to support the direct to consumer channel this will include the ability to take written or spoken ideas and convert them into a design that connects as visual representations they will also have proficient knowledge of current design software and be skilled in every step of the design process from concept to final deliverable while maintaining brand integrity consistently throughout all projectsresponsibilitiesretouching and editing lifestyle and product imagery email campaigns direct to consumer wholesale design and create artwork for email campaigns preps and uploads creative into klaviyo seasonal updatesmaintenance to all autoflow campaigns updates and maintains header and footer creative site creative create banners for all site pages homepage collection and evergreen spec images for widgets and subbanners edit and prep all pdp images create icons for info pages and footer update evergreen banners and imagery seasonally social source inspiration for original content design creative across all social platforms create templates for story series and posts creates graphics icons and illustrations to enhance messaging generates product mockups for design team collaborates with marketingdesign teams to execute and implement new ideas support creative for seasonal and branded catalogs versions for print and digital prep and attend content photoshoots compile a detailed shoot list prep for campaign collaborate with team to conceptualize the theme create a compelling campaign story contribute to the campaign deck for set design inspiration productprops and poses create seasonal sales guides product pages and detail sheets retiring styles events digital and inperson design email campaigns create ads design and prep artwork for print direct mailer campaign branding create artwork for branding or packaging needs update branding templates business cards letterhead etcretail stores create signage posters window displays price cards and print collateral including concept sourcing and execution practices good business decisionmaking by analyzing information from a variety of sources to make decisions and solve problems displays resourcefulness responds creatively and delivers clear concise and wellorganized messages written and verbal demonstrate appropriate technical skills and business knowledge to perform job duties and all other related duties as assigned corecompetencies knowledge experience and skills 2 years experience in graphic design 12 years experience in house bachelors degree preferred or equivalent work experience in graphic design art or related disciplines proficient knowledge of adobe photoshop illustrator in design adobe acrobat capture one andor lightroom shopify and klaviyo familiarity is a plus a robust portfolio sharing graphic work for ads emails and photo retouching experience working on sets with photoshoots andor window displays are not required but a big plus ample experience accepting and navigating feedback from multiple stakeholders possess elevated taste to ensure appropriate brand representation and integrity ability to be flexible adaptable and grasp new concepts quickly must be a team player that takes initiative prioritizes effectively and thrives in a dynamic quicklychanging environment compensation hammitt offers a competitive salary package with unlimited pto and standard benefits healthcare dental vision and 401k matching show more show less,
200,4044254271,2 weeks ago,HOKA,"New York, United States",HOKA Brand Designer,Not Applicable,Full-time,14,No degree found,No salary found,,,,,,,,at deckers brands together every step is a promise kept that every employee can bring their authentic self is valued and supported as a whole person at work and beyond together every step is how we continue to deliver exceptional business results experience an amazing place to work and have a positive impact on the communities and world around usjob title hoka brand designer reports to hoka sr global brand design manager location remote interested applicants must reside in one of the following approved statesarizona california colorado indiana massachusetts minnesota new york oregon pennsylvania texas utah washington the role hoka is seeking a brand designer to join our internal brand creative team the ideal candidate will have a strong background in contemporary graphic design and experience in art direction you should be adept at both exploring layouts and leading a team on set comfortably transitioning between elevated design concepts and visual storytelling for campaigns involving photo and video components were looking for someone who is culturally connected with a strong aesthetic sense and a passion for building performance lifestyle brands this role requires creativity in print digital social media and environmental design alongside experience in art direction motion graphics and packaging design you will assist with a range of design projects including internal presentations and event graphics evolving our global brand guidelines and developing comprehensive product and brand campaigns as part of the global brand creative team you will help deliver worldclass creative collaborating with leadership crossfunctional team members as well as our external agency partners if you are innovative ambitious and excited about joining a bestinclass team we want to hear from youwe celebrate diversityof your background your experiences and your unique identity we are committed to ensuring an inclusive and equitable workplace where all of our employees can come as they are we believe that when we bring our different perspectives to work we are truly better togetheryour impact the primary functions of this role include but are not limited to1 creative concepting developing ideas into proof of concepts and presenting concepts with cross functional teams translating creative briefs into executable brand expressions2 graphic design generating original innovative on brand graphics to support campaigns presentations packaging online media social media and events3 presentationtoolkit design you will assist with corporate presentation decks brand events and regular campaign toolkit production4 art direction you will assist with the concept development pre and post production and execution of studio and lifestyle photoshootswho you are you are a creative at heart with a strong passion for brand storytelling an ability to work quickly within a fast paced energetic environment and a love for collaborating with crossfunctional teams to bring ideas to lifewed love to hear from people with 5 years of professional experience in graphic design or art direction within b2c marketing inhouse or agency with 14 years in digital and print design branding and advertisingstrong portfolio showcasing expertise in conceptualizing and executing visual content across formats print digital motion environmental retail advertising social packaging mobile email and design fundamentals color graphics typographyproficiency in adobe creative suite photoshop illustrator in design after effects figma and microsoft officefamiliarity with motion graphics software animation tools eg premiere spline blender and ai tools eg midjourney is a plus experience working inhouse as part of internal creative team within marketing department experience in the footwear athletic andor apparel industry is a plusproven experience in art direction for photo and video shoots including onset direction for studio and location shootswhat well give you competitive pay and bonuses weve created a variety of competitive compensation programs to foster career development reward success and to show our employees just how much theyre valuedfinancial planning and wellbeing no matter what financial goals our employees have set we want to help them get there our plans provide powerful ways to protect income pay for expenses and invest in the futuretime away from work sometimes we need time away to be with family focus on our health or just simply recharge our plans support our employees needs to get out get healthy and come back stronger than everextras discounts and perks being a valued member of the deckers brands team means more than just a paycheck from generous discounts to communitybased programs we offer a variety of cool extras growth and development deckers brands was built on the idea of pursuing passion thats why we offer extensive opportunities and support for personal and professional developmenthealth and wellness theres nothing basic about our comprehensive health and wellness programs and offerings while at work and at play we aim to support a healthy lifestyle85000 95000the salary range posted reflects the minimum and maximum target for new hire salaries for this role in our goleta ca location individual pay will be determined by location and additional factors including job related skills experience and relevant education or training your recruiter can share more about the specific salary for your preferred location during the hiring processequal employment opportunity diversity and inclusion are key to our success we are proud to be an equal opportunity employer and our employees are people with different strengths experiences and backgrounds who share a passion for our brands we welcome qualified applicants regardless of their race color religion sex sexual orientation gender identity gender expression national origin age military or veteran status mental or physical disability medical condition and all of the other beautiful parts of your identity show more show less,
200,4181615986,1 week ago,Match Group,"Los Angeles, CA",Associate Visual Designer (Part-Time),Associate,Full-time,,No degree found,$50.00/yr - $70.00/yr,,,,,,,,our team incubates new and promising ideas while working with other match group brands like tinder hinge match and others to empower innovation across our portfolio of products we build products that bring people together we are dedicated to developing innovating and evolving a global brand identity consumed by millions were a tightknit team with ambitious standardswe are looking for an entrepreneurially driven visual designer to help us build the next big thing for match group this is a part time role where you will be working up to 29 hours per week on a three month contract basis we are open to all skill levels including candidates currently enrolled in collegeyou will be empowered to take initiative on endtoend design projects including getting alignment on design objectives and priorities with key stakeholders you will join a closeknit group of designers and work closely with research product managers product designers business intelligence and engineering to craft innovative experiences combined with bestinclass practices in this space when it comes to dating the connection starts online but the real magic happens once you meet in real life irl we think the same is true for creating the best platforms so we work together irl in our la offices 2 daysweek with flexibility for fully remote work some things youll dorapidly iterate and refine design conceptsfrom initial briefing through final deliverywork collaboratively with crossfunctional partners to identify key design hypotheses and prioritize projects in the short and long termcommunicate design decisions in compelling and creative ways bridge alignment across teams through highfidelity prototypes and live presentations to crossfunctional partnerstest learn and iterate on everything you do alongside your product and research peersbe comfortable exploring the unknown using fresh and unique approaches to design problemssome skills youll needeither professional or academic experience in visual designportfolio that demonstrates evidence of ideating and creating different features and products you are highly motivated to learn new things about complex technology cultural and demographic nuances and their impact on various user experiencesability to work independently to explore concepts from beginning to end yet also crave healthy feedback loops with your ideasproficient in figma including highfidelity prototyping and component librariespassionate and curious about how design can be leveraged to improve users ability to find and maintain romantic connectionswhats the team like were a small nimble team that iterates fast to bring new dating products to our users more startup vibe than big company were constantly trying to reimagine human connection by embracing new technologies anticipating changes in the global digital zeitgeist and unlocking new and exciting ways to bring people together50 70 an hour factors such as scope and responsibilities of the position candidates work experience educationtraining jobrelated skills internal peer equity as well as market and business considerations may influence base pay offered this salary range is reflective of a position based in los angeles california this salary will be subject to a geographic adjustment according to a specific city and state if an authorization is granted to work outside of the location listed in this postingwhy match groupour mission is simple to help people find love and happiness we love our employees too and understand the importance of all lifes milestones here are some of the benefits we are proud to offer mind body medical mental health and wellness benefits to support your overall health and wellbeing financial wellness competitive compensation 100 employer match on 401k contributions up to 10 cap at 10000 as well as an employee stock purchase program to help you feel supported in your financial security unplug generous pto and 18 paid holidays so you can unplug career annual training allowance for professional development and erg membership opportunities and events so you feel connected and empowered in your work family families come in all shapes and sizes so we offer 20 weeks of 100 paid parental leave fertility adoption and child care resources as well as pet insurance and discounts company gatherings we host fun happy hours and company events where our employees get to know each other and build a sense of connection and belonging we are proud to be an equal opportunity employer and we value the rich dynamics that diversity brings to our company we do not discriminate on the basis of race religion color creed national origin ancestry disability marital status age sexual orientation sex including pregnancy and sexual harassment gender identity or expression uniformed service or veteran status genetic information or any other legally protected characteristic period if you require reasonable accommodation to complete a job application preemployment testing or a job interview or to otherwise participate in the hiring process please let your talent acquisition partner know mg show more show less,
200,4182135838,6 days ago,"William H. Sadlier, Inc.",New York City Metropolitan Area,Jr. Graphic Designer,Associate,Full-time,200,No degree found,"$55,000.00/yr - $65,000.00/yr",,,,,,,,about sadlier for nearly 200 years william h sadlier inc has been preparing k12 students for academic success and forming them in the catholic faith by offering a variety of mathematics english language arts and religious education programs in print and online formatsour downtown new york citybased company has thrived on our founders entrepreneurial spirit and lives on in the sixthgeneration family members currently in leadership roles and dedicated employees that have enthusiastically adopted the sadlier ethos and vision to be a leader in educationtoday at sadlier we utilize technology and traditional resources to provide public private and catholic schools and parishesacross the united states and internationallywith materials that support students in achieving their academic goals looking to the future we strive to continue to guide sadlier toward a third century of innovation and growthposition summary the junior graphic designer will be a detailoriented individual with a background in digital mediayou will report to the artdesign director work closely with the design team and provide support for the marketing department through a variety of channels digital web video and print projects consist of creating visual content for email campaigns websites social media platforms and print marketing collateralyou are able to work independently while also able to collaborate and accept feedback you enjoy being part of an energetic threeperson inhouse design team that works at a rapid pace to produce more than 800 projects annually across all channels and delivers on time you will work with a marketing team of spirited individuals both offsite and in the office you are a motivated learner who is eager to share your ideas with the teamcore responsibilities collaborate with the marketing team on the conceptual and design development of multiple small and largescale projects used across marketing sales business development and internal operations design and update various marketing materials including emails social images presentations digital assets web pages downloads flipbooks tradeshow displays signage catalogs brochures flyers and ads online and print assist with inhouse video production of short videos for social media recording editing etc contribute to a wellorganized asset library by adhering to operational standards and practicesincluding file naming archiving and workflow protocolsand by creating files with correct technical specifications across all channels understand our brand and digital presence and execute projects accordingly make proactive recommendations for improvements innovations and costeffective ideas including new software and timeeffective processes effectively articulate concepts and creative solutions visually and verbally assist with all other marketing and design tasks such as event campaigns direct marketingpublic relations social media etc as assignedideal candidate organized dependable and detailoriented with the ability to handle and prioritize multiple tasks and thrive in a fastpaced deadlinedriven environment sameday deadlines are not unusual an innovative creative person with a desire to tweak and optimize processes and best practices willingness to accept feedback and contribute constructive critique of designs in a collaborative team environment excellent written and verbal communication skills necessary to interpret requests and then present design solutions a team player and jackofalltrades who can demonstrate flexibility and a willingness to help out wherever needed to contribute to the success of the team and the companyeducation experience skills required a degree in graphic design or equivalent work experience portfolio required two to four years of multidiscipline experience including digital and print design and good typography skills proficient knowledge of adobe creative suite in design photoshop illustrator and microsoft power point knowledge of video software premier pro after effects experience with html and cssadditional experienceskills knowledge of hubspot or other marketing automation tools and online project management system i meet interest in ai tools to generated imagery proficiency in spanish language a plus benefits this is a fulltime nyc office position 7hour days35hour work week flex hours 900 am500 pm or 1000 am600 pm a comprehensive benefits package show more show less,
200,4134404694,1 month ago,"Clementine Paper, Inc.","Culver City, CA",Illustrator / Designer,Entry level,Full-time,510,No degree found,No salary found,,,,,,,,clementine paper creates fresh fun and fashionable ecofriendly notebooks stationery gift wrap greeting cards paper tableware planners and various paperbased office products for mass retailers such as target and tj maxx we are looking for a talented illustratorgraphic designer who has a demonstrated background in surface illustration and design for consumer products the job entails creating original artwork for a variety of seasons and holidays for a range of consumer ages from baby to adult which you will then apply to our various paper products our current team of illustrators work both digitally and with traditional mediums so we are open to your preferred methods but you should be able to manipulate your artwork and that of others in photoshop as that our primary platform the ideal candidate will have a trenddriven sensibility that is still warm and appealing to a mass market customer we are looking for someone with experience not only in creating artwork but also applying it to various product types which may also involve creating repeat patterns graphic design and layout are key skills used in this position and typography skills are a definite plus position responsibilities create new artwork and patterns or manipulating existing art to be applied to various products trend and market research prepare productionready files for paper products using illustrator and photoshop on a mac platform qualifications 510 years of experience preferably in consumer products thorough knowledge of printing processes and requirements highly proficient in adobe creative suite on a mac platform a great eye for color and trend excellent communication skills must be selfmotivated and be able to handle multiple projects at the same time great cando positive attitude ready to chip in on any project as needed please include link to portfolio or attach samples of your work show more show less,
200,4180013184,6 days ago,IMAX,"Los Angeles, CA",Brand Designer,Entry level,Part-time,5,No degree found,No salary found,,,,,,,,imax is not your everyday entertainment experience with over 50 years of history as a global innovator in entertainment technology our employees and their careers have constantly gone beyond the ordinary at imax we combine proprietary technology with industryleading knowledge and relationships with top studios and filmmakers to create theatrical experiences that take audiences beyond the edge of their seats to a world they never imagined imax has revolutionized the way people experience movies and continues to push the boundaries of entertainment experiences beyond blockbusters and into exciting new directionscome explore imax where innovation creativity and passion come together get inspired get involved and ignite your future with imaxjob description about the roleimax is looking for a brand designer who believes in the power of design youll have a strong background in identity design and are part creative strategy part brand manager and part handson executor were looking for someone who can play a pivotal role in shaping our brand identity and ensuring design consistency across all our products and platforms if youre someone with a deep knowledge and passion for culture movies music social trends and imax this could be an amazing opportunity for youthis posting is for various projectbased opportunities at imax throughout 2025 and beyond there may not be a current opening please apply and submit your portfolio and any other relevant information and we will get in touch when were looking for experts what youll do collaborate with head of creative and art director to develop and evolve imaxs brand identity work with established imax brand guidelines as well as craft new comprehensive design systems and guides produce high quality visual content including logos graphics illustrations and other brand assets participate in brainstorming sessions pull moodboards and share ideas as it relates to brand design build elements andor templates that other designers and cross functional teams can utilize work with head of creative art director sr production manager and other designers to develop designs what youll need5 years of experience as brand designer working with established brands strong portfolio showcasing a variety of brand design projects expert knowledge of adobe creative suite photoshop illustrator in design strong understanding of branding typography color theory and visual hierarchy compensation3137 8000at imax you will be part of a culture built on respect we are committed to creating a welcoming and diverse atmosphere across our organizationfor consideration please apply online we thank all applicants for their interest in imax but only those selected for an interview will be contactedimax will consider for employment all qualified applicants including those with criminal histories or arrest or conviction records in a manner consistent with applicable state and local laws including the city of los angeles fair change initiative for hiring ordinance the los angeles county fair chance ordinance for employers and the california fair chance act where applicable show more show less,
200,4146191532,2 weeks ago,Cosm,"Los Angeles, CA",Graphic Designer,Entry level,Full-time,3,bachelors,"$80,000.00/yr - $105,000.00/yr",,,,,,,,cosm is a global technology company that brings experiences to life in immersive environments we help our partners create spaces and content that blur the lines of real and virtual across three primary markets sports and entertainment science and education and parks and attractions cosm was born from the fusion of some of the greatest innovators in the history of technology evans sutherland spitz inc and cosm immersive combined forces to power the immersive experiences of the future as cosm innovation is in our dnasummary as a graphic designer on our marketing team you will contribute to driving our visual brand identity and creating impactful marketing materials across various channels you will work closely with the creative director and art director to translate strategic goals into compelling design solutions that resonate with our target audience this is an opportunity for a passionate and proactive designer to contribute significantly to our brand and marketing effortsresponsibilities develop and execute highquality graphic design materials for various marketing initiatives including print collateral brochures presentations ads packaging etc digital collateral website assets email and social media photos and video are a plus collaborate with marketing team members to understand campaign objectives and target audiences translate marketing strategies into visually appealing and compelling design concepts ensure brand consistency across all design materials including preparation of productionready files for all mediums including digital and print manage multiple projects simultaneously and meet deadlines efficiently possess strong organizational skills following asset management practices participate in brainstorming sessions and contribute creative ideas stay up to date with industry trends and best practices in art and design incorporating them into our brand strategy experience startup dna willing to roll up sleeves do foundational work and test innovative approaches able to prioritize deftly comfortable with setting their direction and adjusting to the landscape 3 years of experience as a graphic designer preferably within a marketing setting bachelors degree in marketing fine arts graphic design or a related field proven ability to communicate and adapt within a charged environment to collaborate effectively with crossfunctional teams strong portfolio showcasing creative work and understanding of brand marketing and design standards high attention to design detail with an interest in usability and customer journey solid presentation and communication skills with the ability to work within a partially remote team environment experience in current industrystandard design software and technologies knowledge of best practices for both web and prepress print execution ability to solve problems and remain calm under pressure the annualized base salary range for this position in california is 80000 to 105000 the base salary offered will factor in internal equity and may also vary depending on the candidates geographic region jobrelated knowledge skills and relevant experience among other factorscosm is an equal opportunity employer we celebrate diversity and are committed to creating an inclusive environment for all employeesapply now show more show less,
200,4127944748,1 week ago,Notion,"New York, NY","Brand Designer, Systems",Not Applicable,Full-time,12,bachelors,"$200,000.00/yr - $240,000.00/yr",,,,,,,,about us were on a mission to make it possible for every person team and company to be able to tailor their software to solve any problem and take on any challenge computers may be our most powerful tools but most of us cant build or modify the software we use on them every day at notion we want to change this with focus design and craftweve been working on this together since 2016 and have customers like pixar mitsubishi figma plaid match group and thousands more on this journey with us today were growing fast and excited for new teammates to join us who are the best at what they do were passionate about building a company as diverse and creative as the millions of people notion reaches worldwidenotion is an inperson company and currently requires its employees to come to the office for two anchor days mondays thursdays and requests that employees spend the majority of their week in the office including a third dayabout the role this role sits within the creative studio a small team of designers illustrators and filmmakers serving creative needs across the companyfrom launch campaigns to our user conference make with notion as our brand systems designer youll establish and steward our brand standards by developing tools that enable our teams and agencies refining our brand architecture to support our growth and identifying new opportunities to bring our brand to life youll also work across our inhouse team and contractors to help bring dozens of projects to life and can help our team reach exceptional outcomeswhat youll achieve youll join a small team of designers to help shape our identity through campaigns videos social content and eventsyoull develop standards tools and systems to support the expansion of notions brand and help create cohesion across people functions teams and outside agenciesyoull craft every detail of branded projects from initial idea through to productionskills youll need to bring you have 12 years experience in an agency or inhouse environment you have a bachelors degree in graphic design or a related field you have an outstanding portfolio that showcases the development of comprehensive design systems that have helped organizations evolve and grow strategically you are a strong systemsthinker and understanding of how to establish visual cohesion through art direction you are comfortable with ambiguity and earlystage ideas with an ability to turn nebulous prompts into actionable outcomes you have a commitment to typographic excellence and sensitivity to the most minute details you have compelling presentation and communication skills with a habit of proactive communication you have a desire to review work mentor others and cocreate with partners from different backgrounds and expertises nice to haves experience managing small design teams experience in illustration photography and other specialist skillsets a passion for toolmaking and expanding access to technology we hire talented and passionate people from a variety of backgrounds because we want our global employee base to represent the wide diversity of our customers if youre excited about a role but your past experience doesnt align perfectly with every bullet point listed in the job description we still encourage you to apply if youre a builder at heart share our company values and enthusiastic about making software toolmaking ubiquitous we want to hear from younotion is proud to be an equal opportunity employer we do not discriminate in hiring or any employment decision based on race color religion national origin age sex including pregnancy childbirth or related medical conditions marital status ancestry physical or mental disability genetic information veteran status gender identity or expression sexual orientation or other applicable legally protected characteristic notion considers qualified applicants with criminal histories consistent with applicable federal state and local law notion is also committed to providing reasonable accommodations for qualified individuals with disabilities and disabled veterans in our job application procedures if you need assistance or an accommodation due to a disability please let your recruiter knownotion is committed to providing highly competitive cash compensation equity and benefits the compensation offered for this role will be based on multiple factors such as location the roles scope and complexity and the candidates experience and expertise and may vary from the range provided below for roles based in san francisco the estimated base salary range for this role is 200000 240000 per year show more show less,
200,4157408289,6 days ago,Amazon,"Santa Monica, CA","Visual Designer, US Prime & Marketing Tech",Not Applicable,Full-time,108400,bachelors,"$108,400.00/yr - $185,000.00/yr",,,,,,,['experimentation'],description north america stores marketing is on a mission to make amazon the mostloved shopping destination for customers we aspire to meet customers where they are with a steady drumbeat of inspiring relevant and automated content that builds upon recent shopping missions while also introducing them to new and timely ideas we do this by combining technology science innovation marketing and creativity to build new customerfacing features and experiences alongside innovative tools for marketers we are looking for creative customerobsessed curious and highly entrepreneurial leaders to join our teamthe ideal candidate is an experienced selfdirected visual designer detailoriented comfortable with ambiguity and experienced in animationmotion design in this role you will leverage experimentation and performance data to inform your approach creating best practices and playbooks to drive quick adoption and progress the visual designer will create bestinclass layouts and visuals that support organizational objectives while partnering with marketing teams to ensure that designs meet our customer and business needs this role provides a great opportunity to make an outsized impact by collaborating closely with talented marketing business and tech leaders to unlock crosscategory discoverykey job responsibilities present concepts and produced work to stakeholders and internal customers including senior management understand and respond to performance data metric tests usability studies and steer the direction of future creative designs understand usability principles that help drive successful design work crossteam lead the design process and synthesize feedback and input from stakeholders expertise in animation to help create barraising motion designsabout the team the amazon north america creative team is responsible for crafting bold efficient and breakthrough marketing content to reach and resonate with todays audience we aspire to meet customers wherever they may beon social media on their phones and devices across the site in their inboxesand provide easy ingresses to the site via beautiful inclusive inspiring and innovative content we believe in creative that speaks to our customers reinforces the amazon brand promises selection value and convenience and highlights our best offeringsbe that top brands offers member benefits etcwhile driving the business forward and meeting our marketing goalsbasic qualifications an online portfolio or samples of work demonstrating strong visual communication a deep understanding of typography color print and digital executions and great usercentered design solutions 5 years of relevant experience with visual design strong time management skills and the ability to be selfdirected as needed high proficiency in motionanimation design ability to manage multiple tasks in a fastpaced environment highly proficient in figma adobe suite and related design and production software bachelors degree in a relevant field such as visual communications or graphic design strong communication presentation and interpersonal skills effective crossteam collaborator with the ability to work across multiple creative projects expert understanding of the web production process familiarity with postproduction retouchingpreferred qualifications exceptional written and verbal communication skills and is comfortable meeting with senior stakeholders regularly a demonstrated ability to manage multiple projects and workstreams and prioritize deliverables a strong sense of ownership urgency independence and flexibility the technical aptitude to learn the systems and technology used in our daytoday businessamazon is committed to a diverse and inclusive workplace amazon is an equal opportunity employer and does not discriminate on the basis of race national origin gender gender identity sexual orientation protected veteran status disability age or other legally protected statuslos angeles county applicants job duties for this position include work safely and cooperatively with other employees supervisors and staff adhere to standards of excellence despite stressful conditions communicate effectively and respectfully with employees supervisors and staff to ensure exceptional customer service and follow all federal state and local laws and company policies criminal history may have a direct adverse and negative relationship with some of the material job duties of this position these include the duties and responsibilities listed above as well as the abilities to adhere to company policies exercise sound judgment effectively manage stress and work safely and respectfully with others exhibit trustworthiness and professionalism and safeguard business operations and the companys reputation pursuant to the los angeles county fair chance ordinance we will consider for employment qualified applicants with arrest and conviction recordsour inclusive culture empowers amazonians to deliver the best results for our customers if you have a disability and need a workplace accommodation or adjustment during the application and hiring process including support for the interview or onboarding process please visit httpsamazonjobscontentenhowwehireaccommodations for more information if the countryregion youre applying in isnt listed please contact your recruiting partnerour compensation reflects the cost of labor across several us geographic markets the base pay for this position ranges from 108400year in our lowest geographic market up to 185000year in our highest geographic market pay is based on a number of factors including market location and may vary depending on jobrelated knowledge skills and experience amazon is a total compensation company dependent on the position offered equity signon payments and other forms of compensation may be provided as part of a total compensation package in addition to a full range of medical financial andor other benefits for more information please visit httpswwwaboutamazoncomworkplaceemployeebenefits this position will remain posted until filled applicants should apply via our internal or external career sitecompany amazoncom services llcjob id a2903788 show more show less,
